期号,开奖日期,开奖星期,红球,蓝球,一等奖注数,一等奖金额(元),二等奖注数,二等奖金额(元),总销售额(元),奖池金额(元),开奖公告
2015153,2015-12-29,星期二,"08,11,15,22,27,29",03,15,6165149,143,152773,348341018,999785925,"北京1注,辽宁2注,黑龙江1注,安徽1注,江西1注,重庆1注,河南1注,广东7注,共15注。"
2015152,2015-12-27,星期日,"11,18,19,21,29,32",12,14,6193104,102,204699,392322240,1026723516,"河北1注,内蒙古1注,辽宁1注,上海1注,安徽2注,福建5注,江西1注,湖南1注,四川1注,共14注。"
2015151,2015-12-24,星期四,"05,06,08,23,31,32",11,5,8865922,74,326513,350309390,1050789000,"北京1注,河南1注,广东1注,四川1注,深圳1注,共5注。"
2015150,2015-12-22,星期二,"01,03,08,11,29,31",13,1,10000000,225,106234,333813118,1022632570,"浙江1注,共1注。"
2015149,2015-12-20,星期日,"09,10,20,21,22,33",09,40,5301535,340,44343,368458204,960924480,"河北1注,辽宁2注,吉林1注,黑龙江1注,上海5注,江苏1注,浙江4注,安徽4注,福建1注,山东1注,重庆2注,河南1注,广东2注,广西1注,四川2注,云南5注,甘肃2注,新疆1注,深圳3注,共40注。"
2015148,2015-12-17,星期四,"09,13,14,22,26,27",07,18,5603016,298,45529,330278892,1127755566,"上海1注,江苏2注,浙江4注,安徽1注,江西2注,山东2注,河南1注,湖北1注,广东1注,四川1注,陕西1注,深圳1注,共18注。"
2015147,2015-12-15,星期二,"08,09,16,23,24,30",05,29,5490089（含派奖172413）,181,63623,331495570,1187906265,"辽宁1注,江苏2注,福建5注,山东1注,重庆2注,湖北1注,湖南2注,广东2注,四川3注,贵州1注,云南1注,陕西1注,甘肃1注,新疆2注,深圳4注,共29注。"
2015146,2015-12-13,星期日,"16,17,21,28,30,32",15,3,15000000（含派奖5000000）,73,404824,368273034,1307571540,"上海1注,广东2注,共3注。"
2015145,2015-12-10,星期四,"07,08,15,19,20,24",13,14,11042866（含派奖5000000）,143,127623,327973844,1248915010,"内蒙古1注,浙江1注,广西1注,云南10注,青海1注,共14注。"
2015144,2015-12-08,星期二,"01,04,07,15,28,32",16,6,13347680（含派奖5000000）,110,228250,330530758,1278764676,"天津1注,黑龙江1注,浙江1注,山东1注,广东1注,广西1注,共6注。"
2015143,2015-12-06,星期日,"13,15,19,20,21,32",04,6,13732678（含派奖5000000）,75,373267,363104978,1253527944,"天津1注,上海1注,江苏1注,浙江1注,湖北1注,云南1注,共6注。"
2015142,2015-12-03,星期四,"13,17,19,20,22,25",11,2,15000000（含派奖5000000）,66,339541,326956020,1221938746,"吉林1注,海南1注,共2注。"
2015141,2015-12-01,星期二,"03,08,19,25,27,28",02,8,11187578（含派奖5000000）,173,68646,329544366,1174709536,"天津1注,黑龙江1注,江苏1注,浙江2注,广东2注,四川1注,共8注。"
2015140,2015-11-29,星期日,"06,20,28,29,30,31",12,5,13972740（含派奖5000000）,131,189539,363959858,1188582820,"山东1注,湖北1注,湖南1注,甘肃1注,深圳1注,共5注。"
2015139,2015-11-26,星期四,"01,10,13,18,25,27",09,5,11728461（含派奖5000000）,91,118712,323569236,1158957645,"江苏1注,浙江1注,湖北1注,湖南2注,共5注。"
2015138,2015-11-24,星期二,"01,02,08,16,19,24",11,11,11032096（含派奖5000000）,108,131401,317036346,1160191307,"上海1注,江苏1注,福建1注,湖北3注,广东2注,新疆3注,共11注。"
2015137,2015-11-22,星期日,"14,22,23,27,28,31",12,2,15000000（含派奖5000000）,74,312975,357991902,1183970392,"江苏1注,山东1注,共2注。"
2015136,2015-11-19,星期四,"02,05,12,23,28,29",01,3,15000000（含派奖5000000）,183,143147,332169672,1134489732,"浙江1注,湖北1注,新疆1注,共3注。"
2015135,2015-11-17,星期二,"01,12,14,18,26,32",07,6,12239746（含派奖5000000）,85,197624,323653256,1085902032,"吉林1注,山东2注,河南1注,广西2注,共6注。"
2015134,2015-11-15,星期日,"02,05,14,19,27,31",04,4,15000000（含派奖5000000）,198,137589,359304970,1078946224,"北京1注,浙江1注,福建1注,山东1注,共4注。"
2015133,2015-11-12,星期四,"02,03,13,20,22,24",15,3,15000000（含派奖5000000）,78,325494,318320120,1037218347,"河北1注,浙江1注,四川1注,共3注。"
2015132,2015-11-10,星期二,"03,05,11,28,30,33",01,7,12829235（含派奖5000000）,72,343830,324697916,991052692,"河北1注,内蒙古2注,黑龙江1注,安徽1注,广东2注,共7注。"
2015131,2015-11-08,星期日,"10,12,13,19,22,26",03,7,12572255（含派奖5000000）,100,225072,352871146,971589906,"浙江5注,重庆1注,湖南1注,共7注。"
2015130,2015-11-05,星期四,"06,14,15,16,17,22",10,5,13469588（含派奖5000000）,179,121144,329910968,957074000,"辽宁1注,安徽1注,湖北1注,四川1注,甘肃1注,共5注。"
2015129,2015-11-03,星期二,"05,08,11,16,18,27",04,2,15000000（含派奖5000000）,122,177273,330274852,934367160,"河北1注,云南1注,共2注。"
2015128,2015-11-01,星期日,"01,03,08,11,22,28",06,17,6078953（含派奖0）,188,121956,353929358,889484982,"山西1注,内蒙古1注,辽宁1注,吉林1注,浙江1注,安徽8注,福建1注,湖北1注,四川1注,陕西1注,共17注。"
2015127,2015-10-29,星期四,"07,10,19,22,27,33",06,18,8214795（含派奖2500000）,99,162453,323385694,924043914,"河北1注,浙江1注,安徽1注,福建1注,湖北1注,广东6注,四川2注,贵州2注,云南1注,甘肃1注,深圳1注,共18注。"
2015126,2015-10-27,星期二,"10,11,15,20,23,29",12,11,11422859（含派奖5000000）,290,67463,321292184,978661552,"北京1注,河北1注,吉林1注,江苏2注,浙江1注,重庆1注,广西1注,云南2注,陕西1注,共11注。"
2015125,2015-10-25,星期日,"05,13,22,27,30,33",10,7,7002860,69,253985,342693238,990620057,"江苏1注,安徽2注,江西1注,云南1注,陕西1注,青海1注,共7注。"
2015124,2015-10-22,星期四,"02,03,05,12,18,27",01,11,6650569,117,193977,314656346,987064991,"北京1注,浙江1注,重庆1注,广东2注,海南1注,贵州4注,宁夏1注,共11注。"
2015123,2015-10-20,星期二,"05,08,09,12,22,28",07,8,6960182,263,74531,312976520,992135264,"江苏2注,浙江2注,福建1注,广东1注,贵州1注,陕西1注,共8注。"
2015122,2015-10-18,星期日,"05,07,11,16,22,25",07,14,5486082,178,47789,340964698,989011240,"河北1注,内蒙古1注,辽宁1注,上海2注,浙江1注,安徽1注,江西2注,山东1注,河南1注,四川1注,云南1注,陕西1注,共14注。"
2015121,2015-10-15,星期四,"01,03,20,21,28,29",12,4,9842976,69,350940,311696404,1040297060,"吉林1注,四川2注,云南1注,共4注。"
2015120,2015-10-13,星期二,"16,21,24,26,27,29",16,1,10000000,136,143440,306978816,1007024322,"浙江1注,共1注。"
2015119,2015-10-11,星期日,"02,08,10,18,23,31",08,6,7323016,112,155559,336177996,958500564,"内蒙古1注,浙江1注,江西1注,山东1注,湖南1注,深圳1注,共6注。"
2015118,2015-10-08,星期四,"01,04,11,21,23,31",12,11,6660657,52,439116,302094780,950170804,"北京2注,内蒙古2注,黑龙江1注,河南1注,湖南2注,广东1注,四川1注,甘肃1注,共11注。"
2015117,2015-10-06,星期二,"04,11,12,18,26,32",12,3,10000000,85,242823,276307776,954935922,"天津1注,黑龙江1注,湖南1注,共3注。"
2015116,2015-10-04,星期日,"04,06,15,23,26,28",11,7,7393402,153,136877,298345670,923015828,"北京1注,吉林2注,江苏1注,浙江1注,江西1注,云南1注,共7注。"
2015115,2015-10-01,星期四,"01,07,08,14,24,32",03,10,5332324,114,36439,275624372,911942840,"河北1注,辽宁2注,河南2注,四川4注,陕西1注,共10注。"
2015114,2015-09-29,星期二,"04,07,09,13,21,26",01,13,6206821,259,75717,297013542,952803917,"河北1注,辽宁1注,黑龙江1注,上海1注,安徽2注,山东1注,河南3注,广西1注,青海1注,深圳1注,共13注。"
2015113,2015-09-27,星期日,"01,05,07,08,19,27",12,7,7964833,177,146566,337101348,974660050,"辽宁1注,福建1注,河南1注,广西2注,四川2注,共7注。"
2015112,2015-09-24,星期四,"01,03,10,19,20,27",11,4,8273625,126,129905,306859802,952587008,"内蒙古1注,黑龙江1注,广东2注,共4注。"
2015111,2015-09-22,星期二,"08,14,16,18,20,30",12,7,7615667,142,161176,307364620,936577124,"河北1注,内蒙古2注,辽宁1注,湖南1注,广西1注,贵州1注,共7注。"
2015110,2015-09-20,星期日,"05,07,16,17,22,23",04,11,6534179,189,111613,340689020,921225536,"上海1注,江苏1注,浙江2注,福建1注,山东1注,四川1注,云南1注,新疆3注,共11注。"
2015109,2015-09-17,星期四,"01,08,09,16,32,33",13,7,7968426,132,196770,317531670,929816615,"辽宁1注,山东1注,贵州1注,云南2注,青海1注,深圳1注,共7注。"
2015108,2015-09-15,星期二,"02,12,19,22,24,27",15,9,6645746,136,136137,309769258,907674399,"江苏1注,浙江1注,安徽2注,广东1注,四川1注,云南1注,陕西1注,宁夏1注,共9注。"
2015107,2015-09-13,星期日,"07,14,16,18,21,25",08,7,6913101,96,174371,337547646,911942185,"黑龙江1注,浙江1注,江西1注,湖北1注,四川1注,云南1注,深圳1注,共7注。"
2015106,2015-09-10,星期四,"01,03,04,23,31,32",13,6,7715174,84,242426,305793682,910114980,"辽宁1注,浙江1注,江西1注,广东1注,青海1注,深圳1注,共6注。"
2015105,2015-09-08,星期二,"09,10,16,19,20,26",12,12,6067588,180,88965,304229202,895314612,"辽宁1注,吉林1注,江苏2注,山东2注,河南1注,湖北1注,广东2注,四川2注,共12注。"
2015104,2015-09-06,星期日,"09,18,21,23,25,26",01,0,0,87,317906,332604432,920084183,共0注。
2015103,2015-09-03,星期四,"06,08,13,26,30,32",14,3,9692574,138,127515,284270680,837110700,"天津1注,浙江1注,山东1注,共3注。"
2015102,2015-09-01,星期二,"07,09,12,14,21,23",06,5,6521873,107,88894,300065068,813396960,"内蒙古1注,江苏1注,浙江1注,广东1注,云南1注,共5注。"
2015101,2015-08-30,星期日,"08,16,22,24,28,29",05,8,6617853,133,121643,333057658,817471200,"浙江2注,山东1注,河南1注,广东1注,广西1注,甘肃1注,深圳1注,共8注。"
2015100,2015-08-27,星期四,"02,03,11,17,19,21",08,2,10000000,107,154789,302573068,821878422,"北京1注,福建1注,共2注。"
2015099,2015-08-25,星期二,"06,07,10,11,14,22",09,5,6792739,91,123127,297598058,792191150,"北京1注,内蒙古1注,辽宁1注,浙江1注,云南1注,共5注。"
2015098,2015-08-23,星期日,"06,09,13,26,27,33",01,3,10000000,145,187136,329104206,792540978,"河北1注,贵州1注,陕西1注,共3注。"
2015097,2015-08-20,星期四,"09,12,14,20,26,27",04,11,6333323,827,22168,298570222,741136594,"河北1注,辽宁1注,吉林1注,浙江3注,福建1注,湖南1注,海南1注,云南1注,深圳1注,共11注。"
2015096,2015-08-18,星期二,"06,16,17,23,24,31",07,10,6195096,100,149387,294260644,755803560,"上海1注,浙江1注,安徽1注,山东2注,河南1注,湖北3注,云南1注,共10注。"
2015095,2015-08-16,星期日,"04,15,21,28,30,31",04,5,8725465,76,306370,325059832,772938425,"浙江1注,云南1注,陕西2注,青海1注,共5注。"
2015094,2015-08-13,星期四,"01,04,06,13,16,17",10,5,7135415,85,157015,295713760,746713280,"吉林2注,山东2注,广东1注,共5注。"
2015093,2015-08-11,星期二,"01,03,13,21,25,31",08,4,7438046,97,125672,292493392,742351320,"上海1注,山东1注,深圳2注,共4注。"
2015092,2015-08-09,星期日,"09,15,19,21,26,27",01,5,9035361,359,70253,318089362,735532810,"上海1注,浙江2注,重庆1注,广西1注,共5注。"
2015091,2015-08-06,星期四,"05,07,17,19,22,31",11,4,9088608,105,194695,285818388,705046588,"福建1注,广东2注,广西1注,共4注。"
2015090,2015-08-04,星期二,"10,12,14,22,25,33",15,2,10000000,50,499546,282983042,680071900,"山东1注,新疆1注,共2注。"
2015089,2015-08-02,星期日,"12,14,19,27,28,29",01,3,10000000,94,258676,311873350,625139856,"湖北1注,陕西1注,深圳1注,共3注。"
2015088,2015-07-30,星期四,"02,12,20,24,29,31",09,13,6015726,41,402574,287667610,582193066,"山西1注,山东1注,河南10注,广东1注,共13注。"
2015087,2015-07-28,星期二,"09,15,16,19,20,28",11,1,10000000,136,132818,280174514,610880852,"贵州1注,共1注。"
2015086,2015-07-26,星期日,"05,06,08,16,18,22",12,6,7078639,115,135563,308129834,566691000,"山西1注,黑龙江2注,湖南1注,广东1注,贵州1注,共6注。"
2015085,2015-07-23,星期四,"02,08,25,27,28,29",05,3,10000000,100,225652,285325214,562393449,"湖北1注,广西1注,甘肃1注,共3注。"
2015084,2015-07-21,星期二,"15,18,20,22,28,29",15,2,10000000,69,313379,281884996,524697570,"安徽1注,湖北1注,共2注。"
2015083,2015-07-19,星期日,"06,07,16,18,29,32",05,17,5885655,235,80085,315704384,479827975,"天津1注,内蒙古1注,上海1注,江苏1注,浙江1注,湖北1注,贵州8注,陕西2注,宁夏1注,共17注。"
2015082,2015-07-16,星期四,"02,08,09,14,28,30",07,6,6293747,97,100032,288017344,523423566,"浙江1注,山东2注,湖北2注,四川1注,共6注。"
2015081,2015-07-14,星期二,"13,20,22,26,28,31",13,6,7344875,62,283654,278500218,532076736,"北京1注,河北2注,湖南1注,四川2注,共6注。"
2015080,2015-07-12,星期日,"14,17,25,27,28,30",02,6,8449609,122,212066,314150596,523386294,"上海1注,江苏1注,浙江1注,湖南1注,广西1注,四川1注,共6注。"
2015079,2015-07-09,星期四,"09,14,15,20,26,32",11,18,5184871,157,26494,291775556,496467738,"浙江1注,福建2注,江西1注,山东2注,河南4注,湖南1注,广东2注,海南1注,四川3注,宁夏1注,共18注。"
2015078,2015-07-07,星期二,"03,07,20,22,26,29",02,3,10000000,139,152281,291936416,577316625,"山东2注,甘肃1注,共3注。"
2015077,2015-07-05,星期日,"01,06,08,10,13,27",16,3,10000000,63,423405,324775100,543815196,"广东1注,贵州2注,共3注。"
2015076,2015-07-02,星期四,"01,09,10,19,23,27",09,17,5282081,167,35893,294088268,493791571,"北京1注,河北1注,辽宁2注,江苏1注,浙江3注,福建1注,江西1注,山东1注,河南1注,湖南3注,贵州1注,新疆1注,共17注。"
2015075,2015-06-30,星期二,"06,11,13,19,21,32",04,2,10000000,88,274170,292719690,565604258,"江苏1注,重庆1注,共2注。"
2015074,2015-06-28,星期日,"04,07,21,25,26,29",08,2,10000000,79,261460,320107256,513223352,"浙江1注,四川1注,共2注。"
2015073,2015-06-25,星期四,"01,02,17,22,26,27",04,5,8090468,103,187528,293054328,471257280,"江苏2注,浙江1注,湖北1注,四川1注,共5注。"
2015072,2015-06-23,星期二,"01,03,05,20,21,31",05,5,7815743,82,214614,293363242,453763345,"江苏1注,福建3注,湖南1注,共5注。"
2015071,2015-06-21,星期日,"08,18,20,28,29,31",08,14,5327923,121,47426,308073950,440046866,"北京2注,吉林1注,江苏3注,浙江1注,安徽3注,广东4注,共14注。"
2015070,2015-06-18,星期四,"01,07,13,19,21,29",15,5,8752485,105,223362,294607168,497421825,"北京1注,河北1注,上海1注,山东1注,广东1注,共5注。"
2015069,2015-06-16,星期二,"01,13,17,18,23,30",15,8,7071611,108,191815,292089158,470825144,"黑龙江1注,江苏4注,湖北1注,广东1注,广西1注,共8注。"
2015068,2015-06-14,星期日,"06,15,18,21,26,27",10,8,7021659,188,107535,326767662,465249696,"辽宁1注,浙江1注,安徽1注,山东1注,四川1注,贵州2注,西藏1注,共8注。"
2015067,2015-06-11,星期四,"02,05,08,24,25,31",14,13,6415492,163,141115,296388770,460773196,"福建1注,重庆10注,四川2注,共13注。"
2015066,2015-06-09,星期二,"05,08,11,17,24,28",16,5,8176228,255,77848,295073100,475169355,"北京1注,浙江3注,新疆1注,共5注。"
2015065,2015-06-07,星期日,"08,10,14,19,26,29",12,7,7823453,127,194529,326011866,456496222,"福建3注,江西1注,广东3注,共7注。"
2015064,2015-06-04,星期四,"11,12,14,17,23,27",01,7,7430580,163,130475,298850352,437144743,"辽宁1注,黑龙江1注,江西1注,山东1注,重庆1注,河南1注,深圳1注,共7注。"
2015063,2015-06-02,星期二,"01,07,09,16,22,32",12,7,7072680,183,99103,291740962,425356078,"河北1注,浙江1注,湖北2注,湖南1注,四川1注,云南1注,共7注。"
2015062,2015-05-31,星期日,"09,14,15,18,21,26",16,2,10000000,88,280083,323470788,420456986,"北京1注,黑龙江1注,共2注。"
2015061,2015-05-28,星期四,"06,18,22,26,32,33",04,3,10000000,82,289341,300873544,366514881,"河北1注,上海1注,江苏1注,共3注。"
2015060,2015-05-26,星期二,"01,03,18,27,31,32",13,5,7855899,76,234860,294398362,325336905,"山西1注,辽宁1注,浙江1注,湖北2注,共5注。"
2015059,2015-05-24,星期日,"02,06,09,16,25,32",14,3,10000000,64,446676,327035284,311068287,"山东1注,湖北1注,宁夏1注,共3注。"
2015058,2015-05-21,星期四,"02,09,10,18,19,20",15,9,6861751,229,91461,302422308,255306348,"辽宁1注,上海1注,江苏1注,江西1注,湖南2注,广东1注,深圳2注,共9注。"
2015057,2015-05-19,星期二,"09,20,24,25,26,32",04,4,9523674,69,327802,298048220,254227996,"河南1注,云南1注,宁夏1注,新疆1注,共4注。"
2015056,2015-05-17,星期日,"01,07,08,16,18,20",14,7,7629173,120,191710,333455694,224467579,"安徽1注,湖南5注,广西1注,共7注。"
2015055,2015-05-14,星期四,"01,10,15,18,19,28",02,6,7550060,102,187504,308523870,208855998,"北京1注,黑龙江1注,海南2注,甘肃2注,共6注。"
2015054,2015-05-12,星期二,"01,02,07,10,22,26",07,10,6362719,82,207731,305342532,196780010,"辽宁1注,浙江1注,山东1注,河南3注,广东2注,甘肃1注,深圳1注,共10注。"
2015053,2015-05-10,星期日,"03,07,17,22,32,33",10,9,7062590,265,87562,337772948,209305224,"黑龙江2注,上海1注,安徽3注,福建1注,河南1注,陕西1注,共9注。"
2015052,2015-05-07,星期四,"02,04,11,16,25,26",12,17,5756703,85,189175,312855530,203256114,"北京1注,河北1注,辽宁1注,上海1注,浙江5注,山东2注,湖北1注,湖南1注,广东1注,云南1注,陕西1注,甘肃1注,共17注。"
2015051,2015-05-05,星期二,"04,10,24,26,28,32",09,3,9394471,107,154011,311895918,252880206,"山东2注,陕西1注,共3注。"
2015050,2015-05-03,星期日,"03,09,12,16,17,31",04,4,8472759,82,211753,330490908,231625820,"黑龙江1注,浙江1注,广东1注,云南1注,共4注。"
2015049,2015-04-30,星期四,"07,12,14,17,20,23",05,9,6471007,83,199383,304091626,213425469,"河北1注,安徽1注,山东5注,广东2注,共9注。"
2015048,2015-04-28,星期二,"13,16,17,22,25,27",10,13,5759356,61,202287,314318648,222018030,"浙江10注,湖南1注,广东2注,共13注。"
2015047,2015-04-26,星期日,"02,03,20,24,26,27",09,12,5599825,68,132314,353219880,259871028,"北京1注,江苏2注,浙江3注,福建4注,广东2注,共12注。"
2015046,2015-04-23,星期四,"05,07,10,14,23,31",01,2,10000000,81,310399,324849386,300076800,"吉林1注,福建1注,共2注。"
2015045,2015-04-21,星期二,"01,05,13,22,30,31",07,5,7425169,110,137793,317791860,244649655,"江苏1注,安徽1注,山东1注,四川1注,贵州1注,共5注。"
2015044,2015-04-19,星期日,"02,03,04,13,14,16",02,44,5156691,170,50694,361973072,236303584,"北京1注,天津1注,内蒙古1注,黑龙江1注,上海2注,江苏2注,浙江16注,福建1注,江西2注,山东3注,湖北2注,湖南1注,广东3注,广西1注,云南2注,陕西1注,甘肃1注,深圳3注,共44注。"
2015043,2015-04-16,星期四,"11,12,15,24,26,27",15,11,6547831,66,322464,333265010,437343962,"江苏1注,广西10注,共11注。"
2015042,2015-04-14,星期二,"09,10,19,21,23,32",08,18,5598638,138,97604,328582874,445522068,"北京1注,河北1注,内蒙古1注,辽宁2注,上海1注,江苏5注,山东1注,湖南3注,广东1注,广西1注,四川1注,共18注。"
2015041,2015-04-12,星期日,"04,09,11,17,21,25",06,17,5645612,226,60704,355451862,505889468,"北京1注,天津3注,河北2注,上海2注,江苏1注,浙江1注,福建1注,山东2注,湖南1注,广东1注,宁夏1注,深圳1注,共17注。"
2015040,2015-04-09,星期四,"13,16,18,27,30,32",16,4,9819869,54,446284,320385120,560707072,"上海1注,山东1注,湖北1注,深圳1注,共4注。"
2015039,2015-04-07,星期二,"01,13,15,26,29,30",12,7,7136054,85,219887,304495842,527688511,"内蒙古1注,吉林1注,浙江1注,安徽1注,湖南1注,广西1注,海南1注,共7注。"
2015038,2015-04-05,星期日,"05,06,11,12,14,33",14,1,10000000,81,307915,330881502,521569463,"海南1注,共1注。"
2015037,2015-04-02,星期四,"05,07,12,18,28,31",03,0,0,232,102953,311121894,456745930,共0注。
2015036,2015-03-31,星期二,"04,06,16,17,26,33",03,5,8932993,122,201485,314978372,385090460,"上海1注,江苏1注,湖北1注,四川1注,甘肃1注,共5注。"
2015035,2015-03-29,星期日,"01,08,09,22,24,33",03,13,6360697,226,97837,354232116,356011799,"山西1注,辽宁2注,江苏1注,浙江3注,重庆1注,湖北1注,广东3注,陕西1注,共13注。"
2015034,2015-03-26,星期四,"12,13,17,18,20,27",13,5,8430978,201,106684,319035578,372366860,"江苏1注,安徽1注,湖北1注,广东1注,云南1注,共5注。"
2015033,2015-03-24,星期二,"03,06,21,29,31,32",05,2,10000000,93,169838,316147976,350190906,"云南2注,共2注。"
2015032,2015-03-22,星期日,"11,14,16,18,29,32",16,6,8138892,98,240221,356881788,322806048,"内蒙古1注,江苏1注,河南1注,湖南1注,甘肃2注,共6注。"
2015031,2015-03-19,星期四,"01,05,07,22,26,32",11,10,6554899,113,172002,322648288,301014330,"内蒙古1注,浙江5注,安徽1注,河南1注,四川1注,云南1注,共10注。"
2015030,2015-03-17,星期二,"08,11,14,15,16,26",07,6,7887970,104,208267,313853770,308254584,"浙江1注,安徽3注,江西1注,陕西1注,共6注。"
2015029,2015-03-15,星期日,"07,14,15,19,21,28",07,7,7243174,109,180071,350574266,290603075,"浙江1注,重庆1注,河南1注,湖南1注,新疆2注,深圳1注,共7注。"
2015028,2015-03-12,星期四,"04,07,10,26,27,28",14,8,7403315,292,82305,318360502,282421976,"辽宁1注,安徽1注,重庆1注,湖北1注,广东1注,海南1注,四川2注,共8注。"
2015027,2015-03-10,星期二,"05,07,09,16,26,29",07,26,5000000,147,6000,313056664,269549046,"辽宁2注,吉林3注,黑龙江1注,江苏1注,浙江1注,安徽1注,福建1注,山东1注,重庆2注,河南6注,湖南1注,广东3注,云南2注,青海1注,共26注。"
2015026,2015-03-08,星期日,"02,13,17,21,22,33",13,16,6166894,131,178151,346132854,399549056,"北京3注,河北1注,山西2注,重庆1注,广东6注,四川2注,陕西1注,共16注。"
2015025,2015-03-05,星期四,"10,11,12,15,27,32",14,0,0,89,249092,301966294,428205689,共0注。
2015024,2015-03-03,星期二,"09,11,16,18,23,24",10,6,7884587,83,260655,297320432,361697874,"河北1注,山西1注,上海1注,浙江1注,湖南2注,共6注。"
2015023,2015-03-01,星期日,"08,09,10,13,29,30",01,9,7263666,297,85744,371421794,344102175,"辽宁1注,吉林3注,山东2注,重庆2注,云南1注,共9注。"
2015022,2015-02-26,星期四,"04,07,10,16,23,25",10,7,7943574,242,106430,428626486,333076429,"天津1注,上海5注,浙江1注,共7注。"
2015021,2015-02-17,星期二,"14,15,16,17,27,28",08,16,5736340,147,100182,369500210,311412624,"北京1注,河北2注,辽宁1注,浙江1注,江西2注,山东2注,重庆3注,湖北1注,广东1注,四川1注,云南1注,共16注。"
2015020,2015-02-15,星期日,"01,04,07,19,22,23",04,7,7958367,175,147918,404738304,359013634,"辽宁2注,上海2注,江西1注,山东1注,湖南1注,共7注。"
2015019,2015-02-12,星期四,"02,06,11,19,25,26",04,12,6636421,213,115240,363865754,337065060,"北京1注,内蒙古1注,辽宁6注,重庆3注,广西1注,共12注。"
2015018,2015-02-10,星期二,"06,09,12,14,28,29",09,10,6306199,207,78876,356589678,343063140,"北京1注,天津1注,河北1注,上海1注,浙江2注,安徽1注,湖北1注,广东1注,广西1注,共10注。"
2015017,2015-02-08,星期日,"13,18,20,25,27,33",12,7,8393437,73,406747,405548808,357142667,"北京1注,福建5注,广东1注,共7注。"
2015016,2015-02-05,星期四,"02,06,10,15,17,31",13,10,6855593,96,241613,370190678,326819010,"内蒙古3注,江苏3注,浙江1注,福建1注,山东1注,广西1注,共10注。"
2015015,2015-02-03,星期二,"01,07,20,24,25,33",04,6,8041259,94,242653,369504840,325790184,"黑龙江1注,上海1注,浙江1注,山东1注,云南1注,陕西1注,共6注。"
2015014,2015-02-01,星期日,"02,12,16,19,27,30",11,72,5079945,634,11348,413004748,305609400,"北京1注,天津3注,河北2注,山西1注,内蒙古1注,辽宁4注,吉林1注,黑龙江1注,上海4注,江苏4注,浙江14注,江西2注,山东3注,重庆3注,河南1注,湖北3注,湖南3注,广东6注,广西1注,云南2注,陕西6注,甘肃1注,新疆1注,深圳4注,共72注。"
2015013,2015-01-29,星期四,"08,09,24,25,26,29",01,12,6841461,155,178205,371312910,649780284,"北京1注,天津1注,辽宁1注,吉林2注,安徽2注,山东2注,湖北1注,广东1注,四川1注,共12注。"
2015012,2015-01-27,星期二,"03,05,22,23,29,31",06,21,5752465,91,217057,370574586,649012056,"天津1注,山西1注,辽宁1注,上海9注,安徽1注,福建1注,山东2注,重庆2注,广东1注,四川1注,云南1注,共21注。"
2015011,2015-01-25,星期日,"04,14,15,17,18,20",15,5,12000000（含派奖2000000）,100,365932,448888738,710557160,"江苏1注,福建1注,河南1注,广东1注,深圳1注,共5注。"
2015010,2015-01-22,星期四,"01,02,03,08,21,31",09,7,8682598（含派奖1428571）,78,252855,408876968,650777351,"北京1注,辽宁1注,吉林1注,重庆2注,四川1注,青海1注,共7注。"
2015009,2015-01-20,星期二,"04,07,14,17,21,25",14,13,7600598（含派奖769230）,171,174033,406130598,642387330,"北京1注,天津1注,浙江2注,安徽1注,山东1注,重庆1注,广东2注,广西1注,四川2注,深圳1注,共13注。"
2015008,2015-01-18,星期日,"04,07,10,16,20,22",03,6,10114138（含派奖1666666）,146,177096,441162104,641915910,"天津1注,河北1注,山西1注,江苏1注,湖北2注,共6注。"
2015007,2015-01-15,星期四,"01,07,09,17,20,33",08,8,8148741（含派奖1250000）,96,197785,396557494,615032608,"天津3注,湖南1注,广东2注,广西1注,深圳1注,共8注。"
2015006,2015-01-13,星期二,"01,10,11,29,31,33",13,7,9466873（含派奖1428571）,156,170417,381704996,613260305,"上海1注,河南1注,广东1注,陕西2注,宁夏2注,共7注。"
2015005,2015-01-11,星期日,"07,10,16,17,18,32",15,7,10254852（含派奖1428571）,142,235774,434233966,589772988,"北京1注,天津1注,内蒙古1注,重庆1注,湖北1注,甘肃1注,新疆1注,共7注。"
2015004,2015-01-08,星期四,"02,14,15,16,23,24",10,5,10408414（含派奖2000000）,84,253602,391871604,551117080,"辽宁2注,安徽1注,广东1注,广西1注,共5注。"
2015003,2015-01-06,星期二,"10,15,20,23,24,31",15,5,10593703（含派奖2000000）,98,229190,389418150,529251380,"内蒙古1注,上海1注,浙江1注,江西1注,湖南1注,共5注。"
2015002,2015-01-04,星期日,"07,15,16,25,28,32",05,13,7372062（含派奖769230）,152,171355,445131362,504837957,"天津2注,河北1注,山西2注,浙江1注,湖北3注,湖南2注,新疆1注,深圳1注,共13注。"
2015001,2015-01-01,星期四,"01,07,09,16,20,23",06,8,8455559（含派奖1250000）,125,176444,389811558,512536696,"北京1注,黑龙江1注,上海2注,湖南1注,广东1注,海南1注,青海1注,共8注。"
2014152,2014-12-30,星期二,"08,13,15,20,21,25",12,12,7133222（含派奖833333）,99,196953,403970126,504014400,"河北1注,辽宁1注,吉林1注,上海1注,江西5注,河南1注,广东2注,共12注。"
